Timestamp,Direction,RTT_ms,RTTvar_ms,Retransmissions,CWND,SSTHRESH,Throughput_Mbps
0.000,C_S,321.639,160.819,0,10,2147483647,N/A
0.256,S_C,294.810,147.405,0,10,2147483647,N/A
0.469,C_S,313.325,137.241,0,10,2147483647,N/A
0.681,S_C,283.289,133.595,0,10,2147483647,N/A
0.953,C_S,300.719,128.142,0,10,2147483647,N/A
1.441,S_C,281.762,103.250,0,10,2147483647,N/A
1.441,C_S,N/A,N/A,N/A,N/A,N/A,0.0013
1.441,S_C,N/A,N/A,N/A,N/A,N/A,0.0013
1.925,C_S,324.081,142.829,0,10,2147483647,N/A
2.386,S_C,307.083,128.080,0,10,2147483647,N/A
2.587,C_S,341.115,141.191,0,10,2147483647,N/A
2.587,C_S,N/A,N/A,N/A,N/A,N/A,0.0011
2.587,S_C,N/A,N/A,N/A,N/A,N/A,0.0006
3.031,S_C,293.848,122.529,0,10,2147483647,N/A
3.312,C_S,353.911,131.486,0,10,2147483647,N/A
3.521,S_C,292.221,95.151,0,10,2147483647,N/A
3.864,C_S,335.819,131.900,0,10,2147483647,N/A
3.864,C_S,N/A,N/A,N/A,N/A,N/A,0.0010
3.864,S_C,N/A,N/A,N/A,N/A,N/A,0.0010
4.200,S_C,298.568,84.057,0,10,2147483647,N/A
4.409,C_S,335.834,98.955,0,10,2147483647,N/A
4.637,S_C,287.299,84.247,0,10,2147483647,N/A
5.198,C_S,322.317,99.242,0,10,2147483647,N/A
5.198,C_S,N/A,N/A,N/A,N/A,N/A,0.0010
5.198,S_C,N/A,N/A,N/A,N/A,N/A,0.0010
5.575,S_C,321.446,131.480,0,10,2147483647,N/A
5.810,C_S,329.194,88.185,0,10,2147483647,N/A
6.078,S_C,310.531,120.440,0,10,2147483647,N/A
6.669,C_S,321.513,81.502,0,10,2147483647,N/A
6.669,C_S,N/A,N/A,N/A,N/A,N/A,0.0009
6.669,S_C,N/A,N/A,N/A,N/A,N/A,0.0009
7.307,S_C,345.657,160.582,0,10,2147483647,N/A
7.601,C_S,360.982,140.066,0,10,2147483647,N/A
7.807,S_C,339.273,133.206,0,10,2147483647,N/A
7.807,C_S,N/A,N/A,N/A,N/A,N/A,0.0006
7.807,S_C,N/A,N/A,N/A,N/A,N/A,0.0011
8.016,C_S,341.515,140.555,0,10,2147483647,N/A
8.226,S_C,322.998,132.454,0,10,2147483647,N/A
8.433,C_S,325.068,138.311,0,10,2147483647,N/A
8.903,S_C,308.379,128.579,0,10,2147483647,N/A
8.903,C_S,N/A,N/A,N/A,N/A,N/A,0.0012
8.903,S_C,N/A,N/A,N/A,N/A,N/A,0.0012
9.269,C_S,343.253,140.104,0,10,2147483647,N/A
9.498,S_C,315.479,110.634,0,10,2147483647,N/A
10.545,C_S,N/A,N/A,N/A,N/A,N/A,0.0004
10.545,S_C,N/A,N/A,N/A,N/A,N/A,0.0004
10.607,C_S,328.936,133.712,0,10,2147483647,N/A
10.820,S_C,301.294,110.723,0,10,2147483647,N/A
11.033,C_S,314.448,129.260,0,10,2147483647,N/A
11.246,S_C,290.179,105.273,0,10,2147483647,N/A
11.462,C_S,301.789,122.262,0,10,2147483647,N/A
11.704,S_C,280.826,97.660,0,10,2147483647,N/A
11.704,C_S,N/A,N/A,N/A,N/A,N/A,0.0017
11.704,S_C,N/A,N/A,N/A,N/A,N/A,0.0017
11.944,C_S,294.266,106.742,0,10,2147483647,N/A
12.229,S_C,275.698,83.501,0,10,2147483647,N/A
12.443,C_S,293.157,82.276,0,10,2147483647,N/A
12.955,S_C,267.932,78.158,0,10,2147483647,N/A
12.955,C_S,N/A,N/A,N/A,N/A,N/A,0.0010
12.955,S_C,N/A,N/A,N/A,N/A,N/A,0.0010
13.198,C_S,320.385,116.163,0,10,2147483647,N/A
13.562,S_C,264.896,64.691,0,10,2147483647,N/A
14.073,C_S,325.346,97.044,0,10,2147483647,N/A
14.073,C_S,N/A,N/A,N/A,N/A,N/A,0.0012
14.073,S_C,N/A,N/A,N/A,N/A,N/A,0.0006
14.486,S_C,295.593,109.913,0,10,2147483647,N/A
14.855,C_S,336.267,94.626,0,10,2147483647,N/A
15.422,S_C,304.704,100.657,0,10,2147483647,N/A
15.422,C_S,N/A,N/A,N/A,N/A,N/A,0.0005
15.422,S_C,N/A,N/A,N/A,N/A,N/A,0.0010
15.860,C_S,365.154,128.743,0,10,2147483647,N/A
16.432,S_C,321.338,108.761,0,10,2147483647,N/A
16.432,C_S,N/A,N/A,N/A,N/A,N/A,0.0006
16.432,S_C,N/A,N/A,N/A,N/A,N/A,0.0006
16.633,C_S,390.888,148.026,0,10,2147483647,N/A
17.207,S_C,306.263,109.131,0,10,2147483647,N/A
17.421,C_S,413.808,156.859,0,10,2147483647,N/A
17.625,S_C,294.718,104.938,0,10,2147483647,N/A
17.625,C_S,N/A,N/A,N/A,N/A,N/A,0.0011
17.625,S_C,N/A,N/A,N/A,N/A,N/A,0.0011
17.960,C_S,387.495,158.536,0,10,2147483647,N/A
18.715,S_C,299.718,88.703,0,10,2147483647,N/A
18.715,C_S,N/A,N/A,N/A,N/A,N/A,0.0006
18.715,S_C,N/A,N/A,N/A,N/A,N/A,0.0006
19.074,C_S,433.470,210.852,0,10,2147483647,N/A
19.281,S_C,306.994,81.079,0,10,2147483647,N/A
19.531,C_S,405.214,211.327,0,10,2147483647,N/A
19.743,S_C,299.879,75.038,0,10,2147483647,N/A
19.743,C_S,N/A,N/A,N/A,N/A,N/A,0.0013
19.743,S_C,N/A,N/A,N/A,N/A,N/A,0.0013
19.959,C_S,380.907,207.109,0,10,2147483647,N/A
20.425,S_C,289.385,75.317,0,10,2147483647,N/A
